gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSMUSG00000108445.2,0,0,1,0,1,0
ENSMUSG00000108587.2,0,0,0,0,0,0
ENSMUSG00000030516.15,2447,1989,2752,2569,2739,1989
ENSMUSG00000108338.2,0,0,0,0,0,0
ENSMUSG00000121090.1,0,0,0,0,0,0
ENSMUSG00000108541.2,0,0,0,0,0,0
ENSMUSG00000108533.2,0,0,0,0,0,0
ENSMUSG00000121315.1,0,0,0,0,0,0
ENSMUSG00000086662.8,0,0,0,0,0,0
ENSMUSG00000086232.4,0,0,0,0,0,0
ENSMUSG00000030515.10,5,6,9,9,9,7
ENSMUSG00000078681.11,0,3,1,4,8,5
ENSMUSG00000068480.7,262,198,367,285,184,210
ENSMUSG00000100094.3,0,0,0,0,0,0
ENSMUSG00000093405.2,0,0,0,0,0,0
ENSMUSG00000030513.15,10,9,22,9,13,8
ENSMUSG00000108793.2,0,0,0,0,0,0
ENSMUSG00000030512.14,995,936,1276,965,947,1030
ENSMUSG00000108777.2,0,0,0,0,0,0
ENSMUSG00000075701.11,8,10,7,5,5,7
ENSMUSG00000097634.3,0,0,0,0,0,0
ENSMUSG00000032640.11,199,181,250,207,242,224
ENSMUSG00000065800.3,0,0,0,0,0,0
ENSMUSG00000108699.2,0,0,0,0,0,0
ENSMUSG00000108686.2,14,16,21,19,11,12
ENSMUSG00000015133.18,6,4,2,3,12,7
ENSMUSG00000109119.2,0,0,0,0,0,0
ENSMUSG00000078677.2,0,0,0,0,0,0
ENSMUSG00002076205.1,0,0,0,0,0,0
ENSMUSG00000098353.3,0,0,0,0,0,0
ENSMUSG00000015134.16,2,0,6,6,9,3
ENSMUSG00000109114.2,0,0,0,0,0,0
ENSMUSG00000109330.2,0,0,0,0,0,0
ENSMUSG00000109039.2,0,0,0,0,0,0
ENSMUSG00000109249.2,0,0,0,0,0,0
ENSMUSG00000030509.18,55,81,90,82,88,58
ENSMUSG00000053091.17,0,0,0,0,0,0
ENSMUSG00000109133.2,0,0,0,0,0,0
ENSMUSG00000108846.2,0,0,0,0,0,0
ENSMUSG00000030510.12,0,0,0,0,0,0
ENSMUSG00000058145.17,4,3,4,3,2,5
ENSMUSG00000109079.2,0,0,0,0,0,0
ENSMUSG00000108873.2,0,0,0,0,0,0
ENSMUSG00000121207.1,0,0,0,0,0,0
ENSMUSG00000108833.2,474,394,583,448,510,794
ENSMUSG00000109273.2,0,0,0,0,0,0
ENSMUSG00000097527.4,0,0,0,0,0,0
ENSMUSG00000043831.13,0,1,3,1,2,4
ENSMUSG00000030557.18,760,557,814,826,765,656
ENSMUSG00000109539.2,0,0,0,0,0,0
ENSMUSG00000109363.2,0,0,0,0,0,0
ENSMUSG00000109329.2,0,0,0,0,0,0
ENSMUSG00000030556.14,282,267,320,277,272,246
ENSMUSG00000087926.3,0,0,0,0,0,0
ENSMUSG00000109342.2,0,0,0,0,0,0
ENSMUSG00000109558.2,0,0,0,0,0,0
ENSMUSG00000030555.17,0,0,0,0,0,0
ENSMUSG00000109115.2,0,0,0,0,0,0
ENSMUSG00000030554.17,1,0,0,1,1,1
ENSMUSG00000108871.2,0,0,0,0,0,0
ENSMUSG00002076390.1,0,0,0,0,0,0
ENSMUSG00000097981.2,0,0,0,0,0,0
ENSMUSG00000097697.4,0,0,0,0,0,0
ENSMUSG00000109464.2,0,0,0,0,0,0
ENSMUSG00000109193.2,0,0,0,0,0,0
ENSMUSG00000109152.2,45,24,39,51,61,52
ENSMUSG00000005533.11,813,715,992,803,957,732
ENSMUSG00000030553.4,0,0,0,0,0,0
ENSMUSG00000086628.9,0,0,0,0,0,0
ENSMUSG00000074071.12,0,0,0,0,0,0
ENSMUSG00000109453.2,0,0,0,0,0,0
ENSMUSG00000109096.2,0,0,0,0,0,0
ENSMUSG00000086410.8,0,0,0,0,0,0
ENSMUSG00000109458.2,0,0,0,0,0,0
ENSMUSG00000108924.2,0,0,0,0,0,0
ENSMUSG00000108828.2,0,0,0,0,0,0
ENSMUSG00000109298.2,0,0,0,0,0,0
ENSMUSG00000109375.2,0,0,0,0,0,0
ENSMUSG00000094854.4,0,0,0,0,0,0
ENSMUSG00000108876.2,0,0,0,0,0,0
ENSMUSG00000042659.16,2,0,4,2,1,1
ENSMUSG00000109407.2,0,0,0,0,0,0
ENSMUSG00000065940.3,0,0,0,0,0,0
ENSMUSG00000109524.3,0,0,0,0,0,0
ENSMUSG00000098017.2,0,0,0,0,0,0
ENSMUSG00000109400.2,0,0,0,0,0,0
ENSMUSG00000110028.2,0,0,0,0,0,0
ENSMUSG00000109153.2,0,0,0,0,0,0
ENSMUSG00000108885.2,0,0,0,0,0,0
ENSMUSG00000118803.1,0,0,0,0,0,0
ENSMUSG00000109412.2,0,0,0,0,0,0
ENSMUSG00000098246.2,0,0,0,0,0,0
ENSMUSG00000109373.2,0,0,0,0,0,0
ENSMUSG00000108821.2,0,0,0,0,0,0
ENSMUSG00000077166.3,0,0,0,0,0,0
ENSMUSG00000109097.3,0,0,0,0,0,0
ENSMUSG00000109280.2,0,0,0,0,0,0
ENSMUSG00000099387.2,0,0,0,0,0,0
ENSMUSG00000109361.2,1,0,0,0,2,0
ENSMUSG00000109364.2,2,3,1,0,2,3
ENSMUSG00000030551.15,4481,3669,5056,4878,4727,5000
ENSMUSG00000100005.9,12,8,10,14,4,1
ENSMUSG00000101559.2,0,0,0,0,0,0
ENSMUSG00000108869.2,0,0,0,0,0,0
ENSMUSG00000097991.2,0,0,0,0,0,0
ENSMUSG00000108899.2,0,0,0,0,0,0
ENSMUSG00000109028.2,0,0,0,0,0,0
ENSMUSG00000108836.2,0,0,0,0,0,0
ENSMUSG00000109021.2,0,0,0,0,0,0
ENSMUSG00000109018.2,0,0,0,0,0,0
ENSMUSG00000109294.2,0,0,0,0,0,0
ENSMUSG00002075494.1,0,0,0,0,0,0
ENSMUSG00000109532.2,0,0,0,0,0,0
ENSMUSG00000109454.2,0,0,0,0,0,0
ENSMUSG00000109003.2,0,0,0,0,0,0
ENSMUSG00000109161.2,0,0,0,0,0,0
ENSMUSG00000100664.2,0,0,0,0,0,0
ENSMUSG00000099853.4,0,0,0,0,0,0
ENSMUSG00000109548.2,0,0,0,0,0,0
ENSMUSG00000066697.4,0,0,0,0,0,0
ENSMUSG00000099558.2,0,0,0,0,0,0
ENSMUSG00000108978.2,0,0,0,0,0,0
ENSMUSG00000108972.2,0,0,0,0,0,0
ENSMUSG00000109388.2,0,0,0,0,0,0
ENSMUSG00000108982.2,0,0,0,0,0,0
ENSMUSG00000108669.2,0,0,0,0,0,0
ENSMUSG00000108480.2,0,0,0,0,0,0
ENSMUSG00000108800.2,0,0,0,0,0,0
ENSMUSG00000032776.10,10,10,11,13,20,6
ENSMUSG00000108427.2,0,0,0,0,0,0
ENSMUSG00000108493.2,0,0,0,0,0,0
ENSMUSG00000120558.1,0,0,0,0,0,0
ENSMUSG00000103673.2,0,0,0,0,0,0
ENSMUSG00000100138.2,0,0,0,0,0,0
ENSMUSG00000081895.4,0,1,1,1,0,0
ENSMUSG00000100670.2,0,0,0,0,0,0
ENSMUSG00000097530.2,117,108,137,140,181,153
ENSMUSG00000098195.2,0,0,0,0,0,0
ENSMUSG00000098035.2,0,0,0,0,0,0
ENSMUSG00000108329.2,0,0,0,0,0,0
ENSMUSG00000108383.2,0,0,0,0,0,0
ENSMUSG00000108345.2,0,0,0,0,0,0
ENSMUSG00000101843.2,0,0,0,0,0,0
ENSMUSG00000108778.3,0,0,0,0,0,0
ENSMUSG00000108513.3,0,0,0,0,0,0
ENSMUSG00000108530.2,0,0,0,0,0,0
ENSMUSG00000097756.3,0,0,0,0,0,0
ENSMUSG00000070509.16,80,64,107,73,60,108
ENSMUSG00000108678.2,0,0,0,0,0,0
ENSMUSG00000108601.2,0,0,0,0,0,0
ENSMUSG00000078671.12,1778,1461,1867,1891,1978,1295
ENSMUSG00000108741.2,0,0,0,0,0,0
ENSMUSG00000108319.2,0,0,0,0,0,0
ENSMUSG00000108812.2,0,0,0,0,0,0
ENSMUSG00000108563.2,0,0,0,0,0,0
ENSMUSG00000101970.10,14,5,16,7,14,9
ENSMUSG00000120135.1,0,0,0,0,0,0
ENSMUSG00000108724.3,0,0,0,0,0,0
ENSMUSG00000108497.2,0,0,0,0,0,0
ENSMUSG00000108311.2,0,0,0,0,0,0
ENSMUSG00000065729.3,0,0,0,0,0,0
ENSMUSG00002076959.1,0,0,0,0,0,0
ENSMUSG00000108550.2,0,0,0,0,0,0
ENSMUSG00000108473.2,0,0,0,0,0,0
ENSMUSG00000108337.2,0,0,1,0,1,0
ENSMUSG00000108485.2,0,0,0,0,0,0
ENSMUSG00000108687.2,0,0,0,0,0,0
ENSMUSG00000091890.3,0,0,0,0,0,0
ENSMUSG00000078670.4,0,0,0,0,0,0
ENSMUSG00000108412.2,0,0,0,0,0,0
ENSMUSG00000074067.10,0,0,0,0,0,0
ENSMUSG00000108548.2,0,0,0,0,0,0
ENSMUSG00000108448.3,0,0,0,0,0,0
ENSMUSG00000105381.3,0,0,0,0,0,0
ENSMUSG00000121183.1,0,0,0,0,0,0
ENSMUSG00000025789.10,300,257,380,232,244,299
ENSMUSG00000108375.2,0,0,0,0,0,0
ENSMUSG00000102384.2,0,0,0,0,0,0
ENSMUSG00000108725.2,0,0,0,0,0,0
ENSMUSG00002075038.1,0,0,0,0,0,0
ENSMUSG00000025790.15,142,115,168,209,184,152
ENSMUSG00000085161.2,0,0,0,0,0,0
ENSMUSG00000108570.2,0,0,0,0,0,0
ENSMUSG00000108468.2,0,0,0,0,0,0
ENSMUSG00000108652.2,0,0,0,0,0,0
ENSMUSG00000108642.2,0,0,0,0,0,0
ENSMUSG00000108716.2,0,0,0,0,0,0
ENSMUSG00002076151.1,0,0,0,0,0,0
ENSMUSG00000108803.2,0,0,0,0,0,0
ENSMUSG00000053025.14,50,35,48,18,26,30
ENSMUSG00002076991.1,0,0,0,0,0,0
ENSMUSG00000097247.3,0,0,0,0,0,0
ENSMUSG00000069196.7,0,0,0,0,0,0
ENSMUSG00000108590.2,0,0,0,0,0,0
ENSMUSG00000066406.17,195,154,237,279,216,170
ENSMUSG00000108542.2,0,0,0,0,0,0
ENSMUSG00000108560.2,0,0,0,0,0,0
ENSMUSG00000108557.2,0,0,0,0,0,0
ENSMUSG00002075782.1,0,0,0,0,0,0
ENSMUSG00000108633.2,0,0,0,0,0,0
ENSMUSG00002076060.1,0,0,0,0,0,0
ENSMUSG00000097415.4,0,0,0,0,0,0
ENSMUSG00000097116.2,0,0,0,0,0,0
ENSMUSG00000055652.15,22,27,40,32,30,41
ENSMUSG00000108495.2,0,0,0,0,0,0
ENSMUSG00000108467.2,0,0,0,0,0,0
ENSMUSG00000025754.12,0,0,0,0,0,0
ENSMUSG00000098009.2,16,11,25,10,19,12
ENSMUSG00000108514.2,0,0,0,0,0,0
ENSMUSG00000108771.2,0,0,0,0,0,0
ENSMUSG00000108611.2,0,0,0,0,0,0
ENSMUSG00000108324.2,0,0,0,0,0,0
ENSMUSG00000064940.4,0,0,0,0,0,0
ENSMUSG00002076215.1,0,0,0,0,0,0
ENSMUSG00000059146.13,7,6,6,5,4,6
ENSMUSG00000108630.2,0,0,0,0,0,0
ENSMUSG00000108788.2,0,0,0,0,0,0
ENSMUSG00000108390.2,0,0,0,0,0,0
ENSMUSG00000052629.7,0,0,0,0,0,0
ENSMUSG00000030612.7,16,6,9,8,11,10
ENSMUSG00000108536.2,0,0,0,0,0,0
ENSMUSG00000030611.11,0,0,0,0,0,0
ENSMUSG00000108603.2,0,0,0,0,0,0
ENSMUSG00000030610.14,14,12,25,16,14,24
ENSMUSG00000108791.2,0,0,0,0,0,0
ENSMUSG00000108385.2,0,0,0,0,0,0
ENSMUSG00000120042.1,0,0,0,0,0,0
ENSMUSG00000065609.3,0,0,0,0,0,0
ENSMUSG00000030609.19,13,12,13,8,12,20
ENSMUSG00000039236.19,1,0,0,0,0,0
ENSMUSG00000108670.2,0,0,0,0,0,0
ENSMUSG00000097441.2,0,0,0,0,0,0
ENSMUSG00000030607.8,4,3,5,1,0,6
ENSMUSG00000030606.9,0,0,0,0,0,0
ENSMUSG00000030605.16,0,0,0,0,0,0
ENSMUSG00000108387.2,0,0,0,0,0,0
ENSMUSG00000039202.13,463,426,594,478,512,431
ENSMUSG00000108521.2,0,0,0,0,0,0
ENSMUSG00000108460.2,0,0,0,0,0,0
ENSMUSG00002076442.1,0,0,0,0,0,0
ENSMUSG00000039194.17,0,0,0,0,0,0
ENSMUSG00000039187.17,22,13,27,24,30,23
ENSMUSG00000082400.2,0,0,0,0,0,0
ENSMUSG00000039176.18,628,527,737,544,630,660
ENSMUSG00000108599.2,0,0,0,0,0,0
ENSMUSG00000097023.10,0,0,0,0,0,0
ENSMUSG00000093238.3,0,0,0,0,0,0
ENSMUSG00000102995.2,0,0,0,0,0,0
ENSMUSG00000103663.2,0,0,0,0,0,0
ENSMUSG00000103831.2,0,0,0,0,0,0
ENSMUSG00000108616.3,0,0,0,0,0,0
ENSMUSG00000108373.2,0,0,0,0,0,0
ENSMUSG00000108776.2,0,0,0,0,0,0
ENSMUSG00000030549.7,0,0,0,0,0,0
ENSMUSG00000108318.2,0,0,0,0,0,0
ENSMUSG00000046591.11,6,7,3,4,3,1
ENSMUSG00000050382.15,145,100,158,111,127,126
ENSMUSG00000039133.9,0,0,0,0,0,0
ENSMUSG00000030546.15,0,0,0,0,0,0
ENSMUSG00000030545.10,0,0,0,0,0,0
ENSMUSG00000108425.2,0,0,0,0,0,0
ENSMUSG00000039099.8,0,0,0,0,0,0
ENSMUSG00000108506.2,13,13,32,16,25,29
ENSMUSG00000030544.6,0,0,0,0,0,0
ENSMUSG00000030543.11,0,1,0,0,0,0
ENSMUSG00000039062.16,0,0,0,0,0,0
ENSMUSG00000108476.2,0,0,0,0,0,0
ENSMUSG00000063801.8,588,499,663,623,653,555
ENSMUSG00000097685.3,0,0,0,0,0,0
ENSMUSG00000097699.3,0,0,0,0,0,0
ENSMUSG00000108350.2,0,0,0,0,0,0
ENSMUSG00000039043.6,0,1,0,1,0,0
ENSMUSG00002076150.1,0,0,0,0,0,0
ENSMUSG00000048897.16,372,363,580,365,488,426
ENSMUSG00000108365.2,0,0,0,0,0,0
ENSMUSG00000108714.2,0,0,0,0,0,0
ENSMUSG00000108655.2,0,0,0,0,0,0
ENSMUSG00000030541.17,3911,3576,4908,4400,4272,4674
ENSMUSG00000108494.2,0,0,0,0,0,0
ENSMUSG00000108757.2,0,0,0,0,0,0
ENSMUSG00000030539.14,7,4,5,7,11,6
ENSMUSG00000108389.2,0,0,0,0,0,0
ENSMUSG00000030538.16,111,111,128,141,151,173
ENSMUSG00000050973.12,0,0,0,0,0,0
ENSMUSG00000082954.2,0,0,0,1,0,0
ENSMUSG00000045467.14,1,1,2,2,0,1
ENSMUSG00000047084.9,62,51,67,70,63,74
ENSMUSG00000030534.14,718,661,879,729,738,781
ENSMUSG00000038930.12,0,0,0,3,0,0
ENSMUSG00000038943.17,71,69,84,61,98,98
ENSMUSG00000030533.17,693,640,918,734,726,899
ENSMUSG00000030532.7,17,9,20,18,15,15
ENSMUSG00000038886.11,163,149,224,178,204,185
ENSMUSG00000053158.11,8,6,15,3,6,9
ENSMUSG00000030530.16,267,281,362,404,333,373
ENSMUSG00000108436.2,0,0,0,0,0,0
ENSMUSG00000081664.2,1,0,1,1,0,0
ENSMUSG00000030528.13,285,217,327,231,259,239
ENSMUSG00000091989.2,1,3,1,2,6,4
ENSMUSG00000030527.16,59,45,75,56,65,62
ENSMUSG00000108643.2,0,0,0,0,0,0
ENSMUSG00000084821.2,0,0,0,0,0,0
ENSMUSG00000030536.11,1698,1501,1925,2024,1922,1566
ENSMUSG00000108321.2,0,0,0,0,0,0
ENSMUSG00000038797.14,8,8,9,12,16,13
ENSMUSG00000025722.17,0,0,0,0,0,0
ENSMUSG00000025723.13,0,0,0,0,0,0
ENSMUSG00000025724.13,2864,2494,3426,2965,2977,3022
ENSMUSG00000081372.2,0,0,0,0,0,0
ENSMUSG00000109390.2,0,0,0,0,0,0
ENSMUSG00000109367.2,0,0,0,0,0,0
ENSMUSG00000109008.3,0,0,0,0,0,0
ENSMUSG00000005621.12,520,455,638,481,565,557
ENSMUSG00000109302.2,0,0,0,0,0,0
ENSMUSG00000038763.13,246,229,252,188,208,203
ENSMUSG00000085194.2,0,0,0,0,0,0
ENSMUSG00000025726.12,0,0,0,0,0,0
ENSMUSG00000083820.2,1,2,4,1,2,1
ENSMUSG00000109323.2,0,0,0,0,0,0
ENSMUSG00000025584.18,48,38,58,53,77,44
ENSMUSG00000083774.2,148,106,134,141,129,130
ENSMUSG00000061787.16,9879,8329,12591,9335,10374,14107
ENSMUSG00000025586.18,68,53,61,40,56,65
ENSMUSG00000081747.2,4,3,4,5,3,8
ENSMUSG00000109401.2,0,0,0,0,0,0
ENSMUSG00000062444.16,32,22,22,9,15,29
ENSMUSG00000061877.14,0,0,0,0,0,0
ENSMUSG00000097277.9,0,0,0,0,0,0
ENSMUSG00002076102.1,0,0,0,0,0,0
ENSMUSG00000104618.3,0,0,0,0,0,0
ENSMUSG00000104453.2,0,0,0,0,0,0
ENSMUSG00000038663.8,0,0,0,0,0,0
ENSMUSG00000045795.11,0,0,0,0,0,0
ENSMUSG00000109428.2,0,0,0,0,0,0
ENSMUSG00000025813.15,54,46,66,28,46,50
ENSMUSG00000109194.2,0,0,0,0,0,0
ENSMUSG00002076632.1,0,0,0,0,0,0
ENSMUSG00000109519.2,0,0,0,0,0,0
ENSMUSG00000038646.14,3,5,3,3,3,4
ENSMUSG00000025102.15,0,0,0,0,0,0
ENSMUSG00000109485.2,0,0,0,0,0,0
ENSMUSG00000109427.2,0,0,0,0,0,0
ENSMUSG00000025103.9,410,355,482,394,473,380
ENSMUSG00000120034.1,0,0,0,0,0,0
ENSMUSG00000038623.10,1,0,0,0,2,0
ENSMUSG00000109110.2,0,0,0,0,0,0
ENSMUSG00000109243.2,0,0,0,0,0,0
ENSMUSG00000025104.14,1599,1445,2042,1800,1698,1708
ENSMUSG00000109090.2,0,0,0,0,0,0
ENSMUSG00002076387.1,0,0,0,0,0,0
ENSMUSG00000025105.11,3,1,4,3,11,5
ENSMUSG00000052779.5,0,0,0,0,0,0
ENSMUSG00000109145.2,0,0,0,0,0,0
ENSMUSG00000108987.2,0,0,0,0,0,0
ENSMUSG00000108868.2,0,0,0,0,0,0
ENSMUSG00000108845.2,0,0,0,0,0,0
ENSMUSG00000109140.2,0,0,0,0,0,0
ENSMUSG00000030638.14,7,10,8,8,4,9
ENSMUSG00000070469.13,3,5,7,3,5,2
ENSMUSG00000109479.2,0,0,0,0,0,0
ENSMUSG00000038570.16,5,4,5,0,2,1
ENSMUSG00000038563.15,124,118,145,122,120,131
ENSMUSG00000108855.2,0,0,0,0,0,0
ENSMUSG00000108991.2,0,0,0,0,0,0
ENSMUSG00000108984.2,0,0,0,0,0,0
ENSMUSG00000086690.2,0,0,0,0,0,0
ENSMUSG00002076035.1,0,0,0,0,0,0
ENSMUSG00000030636.16,0,0,0,0,0,0
ENSMUSG00000109383.2,0,0,1,0,0,0
ENSMUSG00000120123.1,0,0,0,0,0,0
ENSMUSG00000057706.8,324,263,288,342,244,316
ENSMUSG00000109106.2,0,0,0,0,0,0
ENSMUSG00000109541.2,0,0,0,0,0,0
ENSMUSG00000077149.3,0,0,0,0,0,0
ENSMUSG00000053528.7,0,0,0,0,0,0
ENSMUSG00000108861.2,0,0,0,0,0,0
ENSMUSG00000109335.2,0,0,0,0,0,0
ENSMUSG00000109506.2,0,0,0,0,0,0
ENSMUSG00000109013.2,0,0,0,0,0,0
ENSMUSG00000108831.2,0,0,0,0,0,0
ENSMUSG00000109042.2,0,0,0,0,0,0
ENSMUSG00000094841.3,0,0,0,0,0,0
ENSMUSG00000038540.15,2,0,0,1,0,0
ENSMUSG00000087088.4,0,0,0,0,0,0
ENSMUSG00000046027.18,0,0,0,0,0,0
ENSMUSG00000108825.2,0,0,0,0,0,0
ENSMUSG00000001741.13,0,0,0,0,2,0
ENSMUSG00000085080.2,0,0,0,0,0,0
ENSMUSG00000109290.2,3,1,2,3,2,1
ENSMUSG00000063902.14,6223,5435,7566,6515,6728,6178
ENSMUSG00000011154.18,0,0,0,0,0,0
ENSMUSG00000109248.2,0,0,0,0,0,0
ENSMUSG00000109450.2,0,0,0,0,0,0
ENSMUSG00000109163.2,0,0,0,0,0,0
ENSMUSG00000109552.2,0,0,0,0,0,0
ENSMUSG00000109452.2,0,0,0,0,0,0
ENSMUSG00000070462.5,319,288,378,266,301,351
ENSMUSG00000038503.16,0,0,0,0,0,0
ENSMUSG00000108878.2,0,0,0,0,0,0
ENSMUSG00000052353.14,19,22,35,16,19,23
ENSMUSG00000038459.11,374,329,422,393,387,385
ENSMUSG00000097016.3,0,0,0,0,0,0
ENSMUSG00000092743.3,0,0,0,0,0,0
ENSMUSG00000109381.2,0,0,0,0,0,0
ENSMUSG00000109091.2,0,0,0,0,0,0
ENSMUSG00000015709.10,123,125,134,134,115,105
ENSMUSG00000119308.1,0,0,1,0,0,0
ENSMUSG00000109341.2,0,0,0,0,0,0
ENSMUSG00000108864.2,0,0,0,0,0,0
ENSMUSG00000109347.2,0,0,0,0,0,0
ENSMUSG00000097789.3,2,3,3,4,2,0
ENSMUSG00000109422.2,0,0,0,0,0,0
ENSMUSG00000109513.2,0,0,0,0,0,0
ENSMUSG00000030630.17,0,0,0,0,0,0
ENSMUSG00000030629.16,2898,2430,3449,3185,3053,2698
ENSMUSG00000085236.4,0,0,0,0,0,0
ENSMUSG00000092429.2,0,0,0,0,0,0
ENSMUSG00000092217.3,0,0,0,0,0,0
ENSMUSG00000068629.5,13,6,11,21,19,17
ENSMUSG00000070460.8,0,0,0,0,0,0
ENSMUSG00000092425.2,0,0,0,0,0,0
ENSMUSG00000070459.7,0,0,0,0,0,0
ENSMUSG00000116179.2,0,0,0,0,0,0
ENSMUSG00000092214.2,0,0,0,0,0,0
ENSMUSG00000066372.7,0,0,0,0,0,0
ENSMUSG00000094950.3,0,0,0,0,0,0
ENSMUSG00000092530.2,0,0,0,0,0,0
ENSMUSG00000092422.2,0,0,0,0,0,0
ENSMUSG00000092621.2,0,0,0,0,0,0
ENSMUSG00000092211.2,0,0,0,0,0,0
ENSMUSG00000092199.2,0,0,0,0,0,0
ENSMUSG00000095664.3,0,0,0,0,0,0
ENSMUSG00000092259.2,0,0,0,0,0,0
ENSMUSG00000096861.3,0,0,0,0,0,0
ENSMUSG00000092562.2,0,0,0,0,0,0
ENSMUSG00000092313.2,0,0,0,0,0,0
ENSMUSG00000090773.4,0,0,0,0,0,0
ENSMUSG00000091006.4,0,0,0,0,0,0
ENSMUSG00000092256.2,0,0,0,0,0,0
ENSMUSG00000108857.2,0,0,0,0,0,0
ENSMUSG00000092431.2,0,0,0,0,0,0
ENSMUSG00000092467.2,0,0,0,0,0,0
ENSMUSG00000090806.4,0,0,0,0,0,0
ENSMUSG00000091205.4,0,0,0,0,0,0
ENSMUSG00000092533.2,0,0,0,0,0,0
ENSMUSG00000092567.3,0,0,0,0,0,0
ENSMUSG00000051877.10,0,0,0,0,0,0
ENSMUSG00000092426.2,0,0,0,0,0,0
ENSMUSG00000092410.2,0,0,0,0,0,0
ENSMUSG00000092179.3,0,0,0,0,0,0
ENSMUSG00000092307.2,0,0,0,0,0,0
ENSMUSG00000092287.3,0,0,0,0,0,0
ENSMUSG00000070458.6,0,0,0,0,0,0
ENSMUSG00000092440.2,0,0,0,0,0,0
ENSMUSG00000090774.3,0,0,0,0,0,0
ENSMUSG00000092263.2,0,0,0,0,0,0
ENSMUSG00000092529.3,0,0,0,0,0,0
ENSMUSG00000092608.3,0,0,0,0,0,0
ENSMUSG00000092330.3,0,0,0,0,0,0
ENSMUSG00000092357.2,0,0,0,0,0,0
ENSMUSG00000092532.2,0,0,0,0,0,0
ENSMUSG00000090436.3,0,0,0,0,0,0
ENSMUSG00000092587.2,0,0,0,0,0,0
ENSMUSG00000092419.2,0,0,0,0,0,0
ENSMUSG00000091239.4,0,0,0,0,0,0
ENSMUSG00000057540.4,0,0,0,0,0,0
ENSMUSG00000092197.2,0,0,0,0,0,0
ENSMUSG00002074870.1,0,0,0,0,0,0
ENSMUSG00000054054.4,0,0,0,0,0,0
ENSMUSG00000054498.7,0,0,0,0,0,0
ENSMUSG00000055610.6,0,0,0,0,0,0
ENSMUSG00000092388.3,0,0,0,0,0,0
ENSMUSG00000055571.5,0,0,0,0,0,0
ENSMUSG00000062426.3,0,0,0,0,0,0
ENSMUSG00000039608.7,0,0,0,0,0,0
ENSMUSG00000110039.2,0,0,0,0,0,0
ENSMUSG00000061549.7,0,0,0,0,0,0
ENSMUSG00000092401.4,0,0,0,0,0,0
ENSMUSG00000020168.6,0,0,0,0,0,0
ENSMUSG00000062878.4,0,0,0,0,0,0
ENSMUSG00000057067.5,0,0,0,0,0,0
ENSMUSG00000092293.2,0,0,0,0,0,0
ENSMUSG00000092372.4,0,0,0,0,0,0
ENSMUSG00000059319.4,0,0,0,0,0,0
ENSMUSG00000062042.2,0,0,0,0,0,0
ENSMUSG00000063394.4,0,0,0,0,0,0
ENSMUSG00000060688.5,0,0,0,0,0,0
ENSMUSG00000001773.15,0,0,0,0,0,0
ENSMUSG00000090949.3,0,0,0,0,0,0
ENSMUSG00000092195.4,0,0,0,0,0,0
ENSMUSG00000121335.1,0,0,0,0,0,0
ENSMUSG00000092376.2,0,0,0,0,0,0
ENSMUSG00000091962.4,0,0,0,0,0,0
ENSMUSG00000090362.3,0,0,0,0,0,0
ENSMUSG00000109334.2,0,0,0,0,0,0
ENSMUSG00000108816.2,0,0,0,1,0,0
ENSMUSG00000030562.18,28,19,36,10,11,26
ENSMUSG00000004651.7,0,0,0,0,0,0
ENSMUSG00000049583.16,1,1,4,1,0,4
ENSMUSG00000108983.2,0,0,0,0,0,0
ENSMUSG00000108893.2,0,0,0,0,0,0
ENSMUSG00000109461.2,0,0,0,0,0,0
ENSMUSG00000108890.2,0,0,0,0,0,0
ENSMUSG00000087947.3,0,0,0,0,0,0
ENSMUSG00000108993.2,0,0,0,0,0,0
ENSMUSG00000030560.18,144,98,167,156,132,172
ENSMUSG00000109244.2,0,0,0,0,0,0
ENSMUSG00000077693.3,0,0,0,0,0,0
ENSMUSG00000030559.9,106,116,157,119,126,143
ENSMUSG00000080748.2,0,0,0,0,0,0
ENSMUSG00000069972.7,10,11,11,11,6,16
ENSMUSG00000098174.2,0,0,0,0,0,0
ENSMUSG00000109135.2,0,0,0,0,0,0
ENSMUSG00000109278.2,0,0,0,0,0,0
ENSMUSG00000039428.12,177,136,253,208,237,177
ENSMUSG00000109576.2,0,0,0,0,0,0
ENSMUSG00002075321.1,0,0,0,0,0,0
ENSMUSG00002075979.1,0,0,0,0,0,0
ENSMUSG00000109327.2,0,0,0,0,0,0
ENSMUSG00000109199.2,0,0,0,0,0,0
ENSMUSG00000049791.5,784,640,870,811,912,689
ENSMUSG00000109311.2,0,0,0,0,0,0
ENSMUSG00000039405.8,626,420,619,645,696,663
ENSMUSG00000030623.5,0,0,0,0,0,0
ENSMUSG00000108875.2,0,0,0,0,0,0
ENSMUSG00000098019.2,1,0,3,3,5,5
ENSMUSG00000092071.2,0,0,0,0,0,0
ENSMUSG00000030621.18,103,105,142,67,94,127
ENSMUSG00000089938.2,0,0,0,0,0,0
ENSMUSG00000109150.2,0,0,0,0,0,0
ENSMUSG00000039391.12,0,0,0,0,0,0
ENSMUSG00000062797.15,587,520,752,708,640,637
ENSMUSG00000030619.11,1271,1155,1530,1375,1319,1277
ENSMUSG00000109038.2,0,0,0,0,0,0
